"","id","t_since_last_check","known_t_to_target","check"
"1",1,0,299.5289626,0
"2",1,5.5614387,299.5289626,0
"3",1,9.81254139999999,299.5289626,0
"4",1,13.899109,299.5289626,0
"5",1,19.3258246,299.5289626,0
"6",1,24.2930806,299.5289626,0
"7",1,27.4742627,299.5289626,0
"8",1,30.3959535,299.5289626,0
"9",1,33.8879224,299.5289626,0
"10",1,37.9981546,299.5289626,0
"11",1,41.6310236,299.5289626,0
"12",1,44.9906229,299.5289626,0
"13",1,48.4793006,299.5289626,0
"14",1,52.4135440000001,299.5289626,0
"15",1,56.445896,299.5289626,0
"16",1,60.7957328000001,299.5289626,0
"17",1,64.8698745,299.5289626,0
"18",1,68.028968,299.5289626,0
"19",1,71.9883372,299.5289626,0
"20",1,75.4798459,299.5289626,0
"21",1,79.4208963,299.5289626,0
"22",1,83.2200253,299.5289626,0
"23",1,86.7634508,299.5289626,0
"24",1,90.0234967000001,299.5289626,0
"25",1,93.790146,299.5289626,0
"26",1,97.3902031000001,299.5289626,0
"27",1,102.0551148,299.5289626,0
"28",1,105.687211,299.5289626,0
"29",1,109.0732615,299.5289626,0
"30",1,112.6740461,299.5289626,0
"31",1,116.3963474,299.5289626,0
"32",1,120.0809756,299.5289626,0
"33",1,123.9589245,299.5289626,0
"34",1,127.6288072,299.5289626,0
"35",1,131.6093255,299.5289626,0
"36",1,135.4175742,299.5289626,0
"37",1,138.892868000001,299.5289626,0
"38",1,142.8895467,299.5289626,0
"39",1,146.5284339,299.5289626,0
"40",1,150.072954,299.5289626,0
"41",1,154.3225939,299.5289626,0
"42",1,158.8614094,299.5289626,0
"43",1,162.152647,299.5289626,1
"44",1,5.47621839999999,137.3763156,0
"45",1,9.17522550000001,137.3763156,0
"46",1,13.4081415999999,137.3763156,0
"47",1,17.1739821,137.3763156,0
"48",1,22.6029229999999,137.3763156,0
"49",1,26.5030495999999,137.3763156,0
"50",1,29.6732399,137.3763156,0
"51",1,33.6861997,137.3763156,0
"52",1,37.8424246999999,137.3763156,0
"53",1,41.7749268,137.3763156,0
"54",1,45.2749696,137.3763156,0
"55",1,48.6529677999999,137.3763156,0
"56",1,52.0378952,137.3763156,0
"57",1,55.5081127,137.3763156,0
"58",1,59.0744592,137.3763156,0
"59",1,62.1194324999999,137.3763156,0
"60",1,65.4756276999999,137.3763156,0
"61",1,69.2716782,137.3763156,0
"62",1,72.7960350999999,137.3763156,0
"63",1,77.0525679,137.3763156,0
"64",1,80.3024749,137.3763156,0
"65",1,83.5751942999999,137.3763156,0
"66",1,86.8910377999999,137.3763156,0
"67",1,90.789549,137.3763156,0
"68",1,94.892159,137.3763156,0
"69",1,98.9131072000009,137.3763156,0
"70",1,101.9037383,137.3763156,0
"71",1,105.9519273,137.3763156,0
"72",1,109.6471221,137.3763156,0
"73",1,113.1869594,137.3763156,0
"74",1,116.7021773,137.3763156,0
"75",1,120.3519053,137.3763156,0
"76",1,123.7019954,137.3763156,0
"77",1,127.3185353,137.3763156,1
"78",1,5.5840424999999,10.0577803,0
"79",1,10.0577803,10.0577803,0
"80",1,0,254.8115255,0
"81",1,3.5122781,254.8115255,0
"82",1,6.76133459999983,254.8115255,0
"83",1,9.80207180000002,254.8115255,0
"84",1,13.0989224999998,254.8115255,0
"85",1,16.3774418,254.8115255,0
"86",1,20.4356951999998,254.8115255,0
"87",1,23.5489413999999,254.8115255,0
"88",1,27.2523609999998,254.8115255,0
"89",1,30.8308938,254.8115255,0
"90",1,33.9458967,254.8115255,0
"91",1,36.8508918999999,254.8115255,0
"92",1,40.3610438999999,254.8115255,0
"93",1,43.9107466,254.8115255,0
"94",1,47.465469,254.8115255,0
"95",1,50.4993973999999,254.8115255,0
"96",1,54.7001617999999,254.8115255,0
"97",1,58.6635229999999,254.8115255,0
"98",1,62.2162006999999,254.8115255,0
"99",1,65.6348398999999,254.8115255,0
"100",1,69.4115614,254.8115255,0
"101",1,73.3844658999999,254.8115255,0
"102",1,77.1221702999999,254.8115255,0
"103",1,81.2726241999999,254.8115255,0
"104",1,84.6495439,254.8115255,1
"105",1,5.48483259999989,170.1619816,0
"106",1,10.9276267999999,170.1619816,0
"107",1,16.3501933,170.1619816,0
"108",1,21.8316937999998,170.1619816,0
"109",1,25.1802476999999,170.1619816,0
"110",1,28.8340286999999,170.1619816,0
"111",1,32.2968311,170.1619816,0
"112",1,37.7983638999999,170.1619816,0
"113",1,41.1304842999998,170.1619816,0
"114",1,44.8314476999999,170.1619816,0
"115",1,48.3954206999999,170.1619816,0
"116",1,51.8793430999999,170.1619816,0
"117",1,55.5603366999999,170.1619816,0
"118",1,58.6694347999999,170.1619816,0
"119",1,62.1937402999999,170.1619816,0
"120",1,65.9338822999998,170.1619816,0
"121",1,69.2136619999999,170.1619816,0
"122",1,73.0496310999999,170.1619816,0
"123",1,77.0990472999999,170.1619816,0
"124",1,80.1765481,170.1619816,0
"125",1,83.4810754999999,170.1619816,0
"126",1,86.9136122,170.1619816,0
"127",1,90.6616916999999,170.1619816,0
"128",1,95.3135327999998,170.1619816,0
"129",1,99.7533773,170.1619816,0
"130",1,103.2136106,170.1619816,0
"131",1,106.8118009,170.1619816,0
"132",1,110.2991758,170.1619816,0
"133",1,113.6705651,170.1619816,0
"134",1,116.7096267,170.1619816,0
"135",1,120.0649106,170.1619816,0
"136",1,123.041812,170.1619816,0
"137",1,127.2012561,170.1619816,0
"138",1,130.867925,170.1619816,0
"139",1,134.6798197,170.1619816,0
"140",1,137.9002783,170.1619816,0
"141",1,141.1240304,170.1619816,0
"142",1,144.4926213,170.1619816,0
"143",1,147.8478321,170.1619816,0
"144",1,151.0939638,170.1619816,0
"145",1,154.3293146,170.1619816,1
"146",1,5.45198460000006,15.8326670000001,0
"147",1,9.01820429999998,15.8326670000001,0
"148",1,12.6360790000001,15.8326670000001,0
"149",1,15.8326670000001,15.8326670000001,0
"150",1,0,266.7333285,0
"151",1,3.43429549999996,266.7333285,0
"152",1,7.34506379999993,266.7333285,0
"153",1,10.629551,266.7333285,0
"154",1,13.9454105,266.7333285,0
"155",1,16.9513822000001,266.7333285,0
"156",1,20.7629053000001,266.7333285,0
"157",1,23.5988705,266.7333285,0
"158",1,26.8652477999999,266.7333285,0
"159",1,31.2360222,266.7333285,0
"160",1,34.6453077000001,266.7333285,0
"161",1,38.9993119000001,266.7333285,0
"162",1,42.3115009000001,266.7333285,0
"163",1,45.8274664,266.7333285,0
"164",1,49.6303963,266.7333285,0
"165",1,53.2739657,266.7333285,0
"166",1,57.2668858,266.7333285,0
"167",1,60.9958186000001,266.7333285,0
"168",1,64.6953753,266.7333285,0
"169",1,68.3899153,266.7333285,0
"170",1,71.7962746999999,266.7333285,0
"171",1,75.4401361,266.7333285,0
"172",1,78.9113732999999,266.7333285,0
"173",1,82.7997995999999,266.7333285,0
"174",1,86.8610538,266.7333285,0
"175",1,91.4853633,266.7333285,0
"176",1,94.6944756,266.7333285,0
"177",1,97.866301,266.7333285,0
"178",1,102.0783343,266.7333285,0
"179",1,105.5000579,266.7333285,0
"180",1,109.1920577,266.7333285,0
"181",1,112.3443523,266.7333285,0
"182",1,115.7145732,266.7333285,0
"183",1,119.6315167,266.7333285,0
"184",1,123.3109342,266.7333285,0
"185",1,126.8725324,266.7333285,0
"186",1,130.5445668,266.7333285,0
"187",1,134.3458983,266.7333285,0
"188",1,139.0000086,266.7333285,0
"189",1,142.2644661,266.7333285,0
"190",1,145.9161754,266.7333285,0
"191",1,149.2125714,266.7333285,0
"192",1,152.4920705,266.7333285,0
"193",1,156.7988948,266.7333285,0
"194",1,159.7987835,266.7333285,0
"195",1,163.2274125,266.7333285,0
"196",1,166.2587507,266.7333285,0
"197",1,169.2593349,266.7333285,0
"198",1,173.430378,266.7333285,0
"199",1,177.2333647,266.7333285,0
"200",1,180.9759991,266.7333285,0
"201",1,185.2061119,266.7333285,0
"202",1,188.9934658,266.7333285,0
"203",1,193.1100712,266.7333285,0
"204",1,196.6973669,266.7333285,0
"205",1,200.0899039,266.7333285,0
"206",1,203.6433919,266.7333285,0
"207",1,207.2453443,266.7333285,1
"208",1,5.28375090000009,59.4879842,0
"209",1,9.048992,59.4879842,0
"210",1,12.5585121000001,59.4879842,0
"211",1,16.0832895000001,59.4879842,0
"212",1,20.0821250000001,59.4879842,0
"213",1,23.5210814000002,59.4879842,0
"214",1,27.0561082000002,59.4879842,0
"215",1,31.0179197,59.4879842,0
"216",1,34.4428369,59.4879842,0
"217",1,37.7592282000001,59.4879842,0
"218",1,41.7033744,59.4879842,0
"219",1,45.5857952000001,59.4879842,0
"220",1,49.3038208,59.4879842,0
"221",1,52.4690917,59.4879842,0
"222",1,55.8739356000001,59.4879842,0
"223",1,59.4879842,59.4879842,0
"224",1,0,293.8841984,0
"225",1,3.50785369999994,293.8841984,0
"226",1,7.61919859999989,293.8841984,0
"227",1,10.6743687999999,293.8841984,0
"228",1,14.5241956999998,293.8841984,0
"229",1,17.860242,293.8841984,0
"230",1,20.7358827,293.8841984,0
"231",1,24.4856823999999,293.8841984,0
"232",1,27.7866412999999,293.8841984,0
"233",1,31.0032119,293.8841984,0
"234",1,35.7190260999998,293.8841984,0
"235",1,39.5585355999999,293.8841984,0
"236",1,42.6200847999999,293.8841984,0
"237",1,46.0856563,293.8841984,0
"238",1,49.4244203999999,293.8841984,0
"239",1,52.7335301000001,293.8841984,0
"240",1,56.2688231,293.8841984,0
"241",1,59.4746978000001,293.8841984,0
"242",1,62.9627235999999,293.8841984,0
"243",1,66.3252920999998,293.8841984,0
"244",1,70.1026090999999,293.8841984,0
"245",1,73.4519726999999,293.8841984,0
"246",1,77.7710608999998,293.8841984,0
"247",1,80.9364951999999,293.8841984,0
"248",1,84.1092443,293.8841984,0
"249",1,87.1533554999999,293.8841984,0
"250",1,90.0850350000001,293.8841984,0
"251",1,93.5719402,293.8841984,0
"252",1,96.6016032,293.8841984,0
"253",1,101.0505005,293.8841984,0
"254",1,105.1072374,293.8841984,0
"255",1,108.5397799,293.8841984,0
"256",1,111.857512,293.8841984,0
"257",1,115.1201001,293.8841984,0
"258",1,118.6353827,293.8841984,0
"259",1,122.1900648,293.8841984,0
"260",1,125.3514508,293.8841984,0
"261",1,128.6726457,293.8841984,0
"262",1,131.7679399,293.8841984,0
"263",1,134.6844571,293.8841984,0
"264",1,138.5207999,293.8841984,0
"265",1,142.3533082,293.8841984,0
"266",1,145.8750506,293.8841984,0
"267",1,148.8077209,293.8841984,0
"268",1,152.0363934,293.8841984,0
"269",1,155.119525,293.8841984,0
"270",1,158.4177502,293.8841984,0
"271",1,161.7894207,293.8841984,0
"272",1,165.5229103,293.8841984,0
"273",1,168.7073671,293.8841984,0
"274",1,172.6840344,293.8841984,0
"275",1,176.4895476,293.8841984,0
"276",1,179.738315,293.8841984,0
"277",1,183.0555974,293.8841984,0
"278",1,186.1137445,293.8841984,0
"279",1,190.2685002,293.8841984,0
"280",1,194.0819738,293.8841984,0
"281",1,197.7837925,293.8841984,0
"282",1,201.0047736,293.8841984,0
"283",1,204.4388715,293.8841984,0
"284",1,207.4504571,293.8841984,0
"285",1,210.9169882,293.8841984,0
"286",1,214.4373188,293.8841984,0
"287",1,218.5719821,293.8841984,0
"288",1,221.9816963,293.8841984,0
"289",1,225.4220425,293.8841984,1
"290",1,5.48177680000003,68.4621559000002,0
"291",1,8.99307470000008,68.4621559000002,0
"292",1,12.0861545,68.4621559000002,0
"293",1,15.7114542000002,68.4621559000002,0
"294",1,18.8300029000002,68.4621559000002,0
"295",1,22.4647182000001,68.4621559000002,0
"296",1,26.2857364000001,68.4621559000002,0
"297",1,29.6443980000001,68.4621559000002,0
"298",1,33.4652168,68.4621559000002,0
"299",1,37.1994903,68.4621559000002,0
"300",1,40.3220505000002,68.4621559000002,0
"301",1,43.0638578000001,68.4621559000002,0
"302",1,46.2978001000001,68.4621559000002,0
"303",1,50.4844232,68.4621559000002,0
"304",1,54.9786077000001,68.4621559000002,0
"305",1,57.8441660000001,68.4621559000002,0
"306",1,61.4940980000001,68.4621559000002,0
"307",1,65.1829372000002,68.4621559000002,0
"308",1,68.4621559000002,68.4621559000002,0
"309",1,0,307.2318823,0
"310",1,3.67057599999998,307.2318823,0
"311",1,7.35391649999997,307.2318823,0
"312",1,10.4888642000001,307.2318823,0
"313",1,13.5857367000001,307.2318823,0
"314",1,16.8579185000001,307.2318823,0
"315",1,19.8703904000001,307.2318823,0
"316",1,23.1094573,307.2318823,0
"317",1,26.1037046000001,307.2318823,0
"318",1,29.0262934,307.2318823,0
"319",1,32.5703743000001,307.2318823,0
"320",1,36.5060606,307.2318823,0
"321",1,40.3136891000001,307.2318823,0
"322",1,44.6422852000001,307.2318823,0
"323",1,47.6149369,307.2318823,0
"324",1,50.8202694000001,307.2318823,0
"325",1,54.8198753000001,307.2318823,0
"326",1,58.2740375999999,307.2318823,0
"327",1,61.9366441,307.2318823,0
"328",1,65.1497422,307.2318823,0
"329",1,68.4618736,307.2318823,0
"330",1,73.0357718,307.2318823,0
"331",1,76.6539212,307.2318823,0
"332",1,80.0098038000001,307.2318823,0
"333",1,83.9614123000001,307.2318823,0
"334",1,87.0752563999999,307.2318823,0
"335",1,91.0684506999999,307.2318823,0
"336",1,95.4527409999998,307.2318823,0
"337",1,98.2695102,307.2318823,0
"338",1,101.5603787,307.2318823,0
"339",1,104.7616375,307.2318823,0
"340",1,108.0473649,307.2318823,0
"341",1,111.1028327,307.2318823,0
"342",1,113.9924194,307.2318823,0
"343",1,116.8378172,307.2318823,0
"344",1,119.9086882,307.2318823,0
"345",1,123.8407247,307.2318823,0
"346",1,127.1924766,307.2318823,0
"347",1,131.0374292,307.2318823,0
"348",1,134.3596842,307.2318823,0
"349",1,137.668069,307.2318823,0
"350",1,140.7897216,307.2318823,0
"351",1,144.3159486,307.2318823,0
"352",1,148.1356696,307.2318823,0
"353",1,151.7555275,307.2318823,0
"354",1,155.1428326,307.2318823,0
"355",1,158.7423731,307.2318823,0
"356",1,161.7354584,307.2318823,0
"357",1,165.0748023,307.2318823,0
"358",1,169.4261183,307.2318823,0
"359",1,172.8432844,307.2318823,0
"360",1,176.1851941,307.2318823,0
"361",1,179.3861736,307.2318823,0
"362",1,182.6742843,307.2318823,0
"363",1,186.1209379,307.2318823,0
"364",1,189.6185014,307.2318823,0
"365",1,193.6868465,307.2318823,0
