"","participant","block_num","known_t_to_target","cc_time","time_since_start","time_to_end","time_since_last_cc","block_duration"
"63",94,6,274.149492,0,112.4017249,161.7477671,112.4017249,274.149492
"64",94,6,161.7477671,112.4017249,174.0405624,100.1089296,61.6388375000001,274.149492
"65",94,6,100.1089296,174.0405624,227.9870305,46.1624615000001,53.9464680999999,274.149492
"66",94,6,46.1624615000001,227.9870305,246.6471828,27.5023092000001,18.6601522999999,274.149492
"67",94,7,311.8527988,0,166.0314613,145.8213375,166.0314613,311.8527988
"68",94,7,145.8213375,166.0314613,217.4027029,94.4500958999997,51.3712416000003,311.8527988
"69",94,7,94.4500958999997,217.4027029,264.7153992,47.1373995999998,47.3126963,311.8527988
"70",94,7,47.1373995999998,264.7153992,288.9840936,22.8687052,24.2686943999997,311.8527988
"71",95,0,312.3331839,0,92.4383582999999,219.8948256,92.4383582999999,312.3331839
"73",95,2,258.1301107,0,5.50025180000011,252.6298589,5.50025180000011,258.1301107
"74",95,2,252.6298589,5.50025180000011,10.8838562000001,247.2462545,5.38360439999997,258.1301107
"75",95,2,247.2462545,10.8838562000001,16.3508195000002,241.7792912,5.46696330000009,258.1301107
"76",95,2,241.7792912,16.3508195000002,208.0608319,50.0692788000001,191.7100124,258.1301107
"77",95,2,50.0692788000001,208.0608319,247.3960767,10.7340340000001,39.3352448000001,258.1301107
"78",95,3,287.7651783,0,140.7741871,146.9909912,140.7741871,287.7651783
"79",95,3,146.9909912,140.7741871,232.8123195,54.9528587999998,92.0381324,287.7651783
"80",95,4,282.9481279,0,147.9244248,135.0237031,147.9244248,282.9481279
"81",95,5,292.1487056,0,184.6930838,107.4556218,184.6930838,292.1487056
"82",95,5,107.4556218,184.6930838,239.0792773,53.0694283000003,54.3861935,292.1487056
"84",95,6,287.3317521,0,96.9052127,190.4265394,96.9052127,287.3317521
"85",95,6,190.4265394,96.9052127,158.7584013,128.5733508,61.8531886000001,287.3317521
"86",95,6,128.5733508,158.7584013,205.7275374,81.6042147000003,46.9691361,287.3317521
"87",95,6,81.6042147000003,205.7275374,263.0805276,24.2512245000003,57.3529902,287.3317521
"88",95,7,282.3980326,0,134.8903756,147.507657,134.8903756,282.3980326
"89",95,7,147.507657,134.8903756,182.1761728,100.2218598,47.2857971999997,282.3980326
"90",95,7,100.2218598,182.1761728,228.1618992,54.2361334000002,45.9857264000002,282.3980326
"91",96,1,242.929093,0,183.3427341,59.5863588999999,183.3427341,242.929093
"92",96,2,286.2980464,0,227.2784325,59.0196139,227.2784325,286.2980464
"93",96,4,232.4118406,0,3.96685049999996,228.4449901,3.96685049999996,232.4118406
"94",96,4,228.4449901,3.96685049999996,192.9931529,39.4186877,189.0263024,232.4118406
"95",96,5,301.2987712,0,203.7605255,97.5382457000001,203.7605255,301.2987712
"96",96,5,97.5382457000001,203.7605255,295.2984833,6.00028789999988,91.5379578000002,301.2987712
"97",96,6,283.8645835,0,210.1441849,73.7203986,210.1441849,283.8645835
"98",96,6,73.7203986,210.1441849,252.2629639,31.6016196,42.1187789999999,283.8645835
"99",96,7,297.3985714,0,206.3439573,91.0546141000004,206.3439573,297.3985714
"100",96,7,91.0546141000004,206.3439573,248.0627309,49.3358405000004,41.7187736000001,297.3985714
"101",96,7,49.3358405000004,248.0627309,291.664974,5.73359740000024,43.6022431000001,297.3985714
"102",97,0,320.6293163,0,205.4606173,115.168699,205.4606173,320.6293163
"103",97,1,279.7756833,0,151.0389323,128.736751,151.0389323,279.7756833
"104",97,2,277.0337318,0,185.908591,91.1251408000001,185.908591,277.0337318
"105",97,3,282.5924148,0,137.3625146,145.2299002,137.3625146,282.5924148
"106",97,3,145.2299002,137.3625146,197.0680992,85.5243156000001,59.7055845999998,282.5924148
"107",97,3,85.5243156000001,197.0680992,249.7394238,32.852991,52.6713246000002,282.5924148
"108",97,3,32.852991,249.7394238,267.4160324,15.1763824,17.6766086,282.5924148
"109",97,4,286.2177175,0,132.3536936,153.8640239,132.3536936,286.2177175
"110",97,4,153.8640239,132.3536936,207.7438972,78.4738202999999,75.3902035999999,286.2177175
"111",97,4,78.4738202999999,207.7438972,269.0911626,17.1265549,61.3472654,286.2177175
"112",97,5,284.8592444,0,123.6612348,161.1980096,123.6612348,284.8592444
"113",97,5,161.1980096,123.6612348,207.7522228,77.1070216000003,84.0909879999999,284.8592444
"114",97,5,77.1070216000003,207.7522228,207.7522228,77.1070216000003,0,284.8592444
"115",97,5,77.1070216000003,207.7522228,270.0578902,14.8013542000003,62.3056673999999,284.8592444
"116",97,6,299.8941176,0,119.8525773,180.0415403,119.8525773,299.8941176
"117",97,6,180.0415403,119.8525773,226.6373184,73.2567991999999,106.7847411,299.8941176
"118",97,7,296.4021284,0,109.9433453,186.4587831,109.9433453,296.4021284
"119",97,7,186.4587831,109.9433453,181.491527,114.9106014,71.5481817,296.4021284
"120",97,7,114.9106014,181.491527,259.8819966,36.5201317999999,78.3904696,296.4021284
"121",98,0,298.798782900001,0,167.075388000001,131.7233949,167.075388000001,298.798782900001
"122",98,3,256.0626017,0,3.61664889999997,252.4459528,3.61664889999997,256.0626017
"123",98,3,252.4459528,3.61664889999997,160.3245622,95.7380395,156.7079133,256.0626017
"124",98,3,95.7380395,160.3245622,191.0928077,64.9697939999999,30.7682455000001,256.0626017
"125",98,3,64.9697939999999,191.0928077,237.1116486,18.9509530999999,46.0188409,256.0626017
"126",98,4,283.8978544,0,141.2906722,142.6071822,141.2906722,283.8978544
"127",98,4,142.6071822,141.2906722,225.444924,58.4529304000002,84.1542517999999,283.8978544
"128",98,4,58.4529304000002,225.444924,277.4642378,6.43361660000028,52.0193138,283.8978544
"129",98,5,283.8643628,0,111.3389816,172.5253812,111.3389816,283.8643628
"130",98,5,172.5253812,111.3389816,251.8961179,31.9682449000002,140.5571363,283.8643628
"131",98,5,31.9682449000002,251.8961179,271.3971045,12.4672583000001,19.5009866,283.8643628
"132",98,6,293.0315358,0,134.6735208,158.358015,134.6735208,293.0315358
"133",98,6,158.358015,134.6735208,206.0938095,86.9377263000001,71.4202887000001,293.0315358
"134",98,6,86.9377263000001,206.0938095,280.880929,12.1506068000003,74.7871194999998,293.0315358
"135",98,7,302.1820773,0,166.5252239,135.6568534,166.5252239,302.1820773
"136",98,7,135.6568534,166.5252239,213.8943072,88.2877701000002,47.3690833000001,302.1820773
"137",98,7,88.2877701000002,213.8943072,240.8956391,61.2864382000002,27.0013319,302.1820773
"138",98,7,61.2864382000002,240.8956391,272.5139239,29.6681533999999,31.6182848000003,302.1820773
"139",99,0,320.537584000002,0,6.73393980000105,313.803644200001,6.73393980000105,320.537584000002
"140",99,0,313.803644200001,6.73393980000105,55.830233600002,264.7073504,49.0962938000009,320.537584000002
"141",99,0,264.7073504,55.830233600002,142.396332800001,178.141251200001,86.566099199999,320.537584000002
"142",99,0,178.141251200001,142.396332800001,228.454331600002,92.0832524,86.057998800001,320.537584000002
"143",99,0,92.0832524,228.454331600002,277.2753044,43.262279600002,48.820972799998,320.537584000002
"144",99,3,269.4161815,0,141.5962085,127.819973,141.5962085,269.4161815
"145",99,3,127.819973,141.5962085,247.6726855,21.7434960000001,106.076477,269.4161815
"146",99,4,273.7332356,0,147.046847,126.6863886,147.046847,273.7332356
"147",99,4,126.6863886,147.046847,227.4541419,46.2790937,80.4072948999999,273.7332356
"148",99,4,46.2790937,227.4541419,243.3554678,30.3777677999999,15.9013259000001,273.7332356
"149",99,4,30.3777677999999,243.3554678,256.1652136,17.5680219999999,12.8097458,273.7332356
"150",99,5,290.95981,0,19.6267954,271.3330146,19.6267954,290.95981
"151",99,5,271.3330146,19.6267954,109.2434458,181.7163642,89.6166504000003,290.95981
"152",99,5,181.7163642,109.2434458,163.123202,127.836608,53.8797562,290.95981
"153",99,5,127.836608,163.123202,238.8800461,52.0797639000002,75.7568440999999,290.95981
"154",99,5,52.0797639000002,238.8800461,263.3239699,27.6358401000002,24.4439238,290.95981
"155",99,5,27.6358401000002,263.3239699,282.2756972,8.68411280000009,18.9517273000001,290.95981
"156",99,6,289.4846808,0,114.21872,175.2659608,114.21872,289.4846808
"157",99,6,175.2659608,114.21872,192.517509,96.9671718,78.2987889999999,289.4846808
"158",99,6,96.9671718,192.517509,268.8494606,20.6352201999998,76.3319516000001,289.4846808
"159",99,7,280.9422267,0,158.972802,121.9694247,158.972802,280.9422267
"160",99,7,121.9694247,158.972802,214.2029684,66.7392583000001,55.2301663999997,280.9422267
"161",100,0,320.270590399974,0,4.22537399997299,316.045216400001,4.22537399997299,320.270590399974
"162",100,0,316.045216400001,4.22537399997299,4.22537399997299,316.045216400001,0,320.270590399974
"163",100,0,316.045216400001,4.22537399997299,211.919059599983,108.351530799991,207.69368560001,320.270590399974
"164",100,0,108.351530799991,211.919059599983,211.919059599983,108.351530799991,0,320.270590399974
"166",100,2,282.90891939996,0,5.36714709999001,277.54177229997,5.36714709999001,282.90891939996
"167",100,2,277.54177229997,5.36714709999001,5.36714709999001,277.54177229997,0,282.90891939996
"168",100,2,277.54177229997,5.36714709999001,107.50965919998,175.39926019998,102.14251209999,282.90891939996
"169",100,2,175.39926019998,107.50965919998,190.01708949998,92.8918298999799,82.5074303000001,282.90891939996
"170",100,3,262.10688730004,0,142.82116540004,119.2857219,142.82116540004,262.10688730004
"171",100,3,119.2857219,142.82116540004,210.59392120003,51.5129661000101,67.7727557999899,262.10688730004
"172",100,3,51.5129661000101,210.59392120003,256.68996560004,5.4169217000001,46.09604440001,262.10688730004
"173",100,4,304.42733010003,0,126.36970099999,178.05762910004,126.36970099999,304.42733010003
"174",100,4,178.05762910004,126.36970099999,230.71238939999,73.71494070004,104.3426884,304.42733010003
"175",100,5,270.18260930001,0,99.5673019000099,170.6153074,99.5673019000099,270.18260930001
"176",100,5,170.6153074,99.5673019000099,147.32158500003,122.86102429998,47.7542831000201,270.18260930001
"177",100,5,122.86102429998,147.32158500003,209.5771546,60.6054547000099,62.2555695999699,270.18260930001
"178",100,5,60.6054547000099,209.5771546,254.30618350004,15.8764257999696,44.7290289000402,270.18260930001
"179",100,5,15.8764257999696,254.30618350004,264.58208890003,5.60052039997981,10.2759053999898,270.18260930001
"180",100,6,290.45957959997,0,133.4870195,156.97256009997,133.4870195,290.45957959997
"181",100,6,156.97256009997,133.4870195,211.4358633,79.0237162999697,77.9488438000003,290.45957959997
"182",100,6,79.0237162999697,211.4358633,274.66650200001,15.7930775999598,63.2306387000099,290.45957959997
"183",100,7,287.60081139999,0,74.93186780002,212.66894359997,74.93186780002,287.60081139999
"184",100,7,212.66894359997,74.93186780002,144.04641870002,143.55439269997,69.1145508999998,287.60081139999
"185",100,7,143.55439269997,144.04641870002,184.16652460001,103.43428679998,40.12010589999,287.60081139999
"186",100,7,103.43428679998,184.16652460001,236.70471110003,50.8961002999599,52.5381865000199,287.60081139999
"187",100,7,50.8961002999599,236.70471110003,275.90825660003,11.6925547999599,39.2035455,287.60081139999
"189",101,1,277.547782000001,0,206.456402900001,71.0913791,206.456402900001,277.547782000001
"190",101,1,71.0913791,206.456402900001,211.857009300001,65.6907727,5.40060640000002,277.547782000001
"191",101,1,65.6907727,211.857009300001,211.857009300001,65.6907727,0,277.547782000001
"194",101,7,267.2468141,0,0,267.2468141,0,267.2468141
"195",102,1,290.656079499985,0,6.40903859998798,284.247040899997,6.40903859998798,290.656079499985
"197",102,2,271.0213047,0,257.04521789998,13.9760868000201,257.04521789998,271.0213047
"198",102,4,268.47941500001,0,263.1039399,5.37547510000991,263.1039399,268.47941500001
"199",102,5,286.73071409998,0,278.37182929999,8.35888479998994,278.37182929999,286.73071409998
"200",102,6,287.1058128,0,239.20199420001,47.9038185999898,239.20199420001,287.1058128
"201",102,7,276.66327580001,0,10.7258436000002,265.93743220001,10.7258436000002,276.66327580001
"202",102,7,265.93743220001,10.7258436000002,182.4393769,94.2238989000098,171.7135333,276.66327580001
"203",102,7,94.2238989000098,182.4393769,268.5709817,8.09229410000989,86.1316047999999,276.66327580001
"205",10,1,236.048307999994,0,118.027095800004,118.02121219999,118.027095800004,236.048307999994
"206",10,1,118.02121219999,118.027095800004,200.341866100004,35.7064418999901,82.3147703,236.048307999994
"207",10,2,312.4881187,0,96.2509927999899,216.23712590001,96.2509927999899,312.4881187
"208",10,2,216.23712590001,96.2509927999899,169.59037759999,142.89774110001,73.3393848000001,312.4881187
"209",10,2,142.89774110001,169.59037759999,223.38332309999,89.10479560001,53.7929455000001,312.4881187
"210",10,2,89.10479560001,223.38332309999,272.78129449999,39.70682420001,49.3979714,312.4881187
"211",10,2,39.70682420001,272.78129449999,299.7470261,12.7410926,26.96573160001,312.4881187
"212",10,3,277.0214797,0,85.08423900001,191.93724069999,85.08423900001,277.0214797
"213",10,3,191.93724069999,85.08423900001,165.0356064,111.9858733,79.95136739999,277.0214797
"214",10,3,111.9858733,165.0356064,232.7052665,44.3162132,67.6696600999999,277.0214797
"215",10,3,44.3162132,232.7052665,264.0051083,13.0163714,31.2998418,277.0214797
"217",10,5,257.8589931,0,45.1769667000003,212.6820264,45.1769667000003,257.8589931
"218",10,5,212.6820264,45.1769667000003,92.4073651000103,165.45162799999,47.23039840001,257.8589931
"219",10,5,165.45162799999,92.4073651000103,135.41542440001,122.44356869999,43.0080592999998,257.8589931
"220",10,5,122.44356869999,135.41542440001,190.4162466,67.4427464999999,55.0008221999901,257.8589931
"221",10,5,67.4427464999999,190.4162466,229.48549600001,28.3734970999899,39.06924940001,257.8589931
"222",10,5,28.3734970999899,229.48549600001,241.2502315,16.6087616,11.7647354999899,257.8589931
"223",10,6,281.19848940001,0,36.1669662000099,245.0315232,36.1669662000099,281.19848940001
"224",10,6,245.0315232,36.1669662000099,133.5304533,147.66803610001,97.3634870999899,281.19848940001
"225",10,6,147.66803610001,133.5304533,186.96300820001,94.2354812000003,53.43255490001,281.19848940001
"226",10,6,94.2354812000003,186.96300820001,271.9647505,9.23373890001039,85.0017422999899,281.19848940001
"227",10,7,286.4830713,0,61.4007474999903,225.08232380001,61.4007474999903,286.4830713
"228",10,7,225.08232380001,61.4007474999903,98.1963456999902,188.28672560001,36.7955981999999,286.4830713
"229",10,7,188.28672560001,98.1963456999902,150.98122499999,135.50184630001,52.7848793000003,286.4830713
"230",10,7,135.50184630001,150.98122499999,187.65118859999,98.8318827000098,36.6699635999998,286.4830713
"231",10,7,98.8318827000098,187.65118859999,211.80459529999,74.6784760000101,24.1534066999998,286.4830713
"232",10,7,74.6784760000101,211.80459529999,240.31522229999,46.1678490000099,28.5106270000001,286.4830713
"233",10,7,46.1678490000099,240.31522229999,269.0208174,17.4622538999997,28.7055951000102,286.4830713
"235",103,4,262.6962529,0,215.5909321,47.1053207999998,215.5909321,262.6962529
"236",103,4,47.1053207999998,215.5909321,234.8764137,27.8198391999999,19.2854815999999,262.6962529
"237",103,4,27.8198391999999,234.8764137,234.8764137,27.8198391999999,0,262.6962529
"239",103,7,277.1980885,0,136.9656045,140.232484,136.9656045,277.1980885
"240",104,1,334.093348,0,5.38377420000006,328.7095738,5.38377420000006,334.093348
"241",104,1,328.7095738,5.38377420000006,31.2191972000001,302.8741508,25.835423,334.093348
"242",104,1,302.8741508,31.2191972000001,43.0784305000001,291.0149175,11.8592333,334.093348
"243",104,1,291.0149175,43.0784305000001,57.5462548,276.5470932,14.4678243,334.093348
"244",104,1,276.5470932,57.5462548,69.3806445,264.7127035,11.8343897,334.093348
"245",104,1,264.7127035,69.3806445,69.3806445,264.7127035,0,334.093348
"246",104,1,264.7127035,69.3806445,84.5066986,249.5866494,15.1260541,334.093348
"247",104,1,249.5866494,84.5066986,91.3322579000001,242.7610901,6.82555930000001,334.093348
"248",104,1,242.7610901,91.3322579000001,91.3322579000001,242.7610901,0,334.093348
"249",104,1,242.7610901,91.3322579000001,103.2082014,230.8851466,11.8759434999999,334.093348
"250",104,1,230.8851466,103.2082014,117.1511188,216.9422292,13.9429174000001,334.093348
"251",104,1,216.9422292,117.1511188,142.3613174,191.7320306,25.2101986,334.093348
"252",104,1,191.7320306,142.3613174,160.6461046,173.4472434,18.2847872,334.093348
"253",104,1,173.4472434,160.6461046,179.739289,154.354059,19.0931843999999,334.093348
"254",104,1,154.354059,179.739289,179.739289,154.354059,0,334.093348
"255",104,1,154.354059,179.739289,210.4835017,123.6098463,30.7442127,334.093348
"256",104,1,123.6098463,210.4835017,210.4835017,123.6098463,0,334.093348
"257",104,1,123.6098463,210.4835017,240.9941482,93.0991998,30.5106465,334.093348
"258",104,1,93.0991998,240.9941482,240.9941482,93.0991998,0,334.093348
"259",104,1,93.0991998,240.9941482,282.2975541,51.7957938999999,41.3034059,334.093348
"260",104,1,51.7957938999999,282.2975541,282.2975541,51.7957938999999,0,334.093348
"261",104,2,258.9456738,0,11.4259772,247.5196966,11.4259772,258.9456738
"262",104,2,247.5196966,11.4259772,88.1069990000001,170.8386748,76.6810218000001,258.9456738
"263",104,2,170.8386748,88.1069990000001,132.8605997,126.0850741,44.7536006999999,258.9456738
"264",104,2,126.0850741,132.8605997,166.096566,92.8491078,33.2359663000002,258.9456738
"265",104,2,92.8491078,166.096566,213.6836862,45.2619876000001,47.5871201999998,258.9456738
"266",104,3,299.8987918,0,10.7591871000002,289.1396047,10.7591871000002,299.8987918
"267",104,3,289.1396047,10.7591871000002,138.9694149,160.9293769,128.2102278,299.8987918
"268",104,4,264.0626315,0,63.3884836999998,200.6741478,63.3884836999998,264.0626315
"269",104,4,200.6741478,63.3884836999998,169.3967702,94.6658613,106.0082865,264.0626315
"270",104,5,298.4154567,0,5.3921064000001,293.0233503,5.3921064000001,298.4154567
"271",104,5,293.0233503,5.3921064000001,156.4041253,142.0113314,151.0120189,298.4154567
"272",104,5,142.0113314,156.4041253,248.3865048,50.0289518999998,91.9823795000002,298.4154567
"274",104,6,294.5900996,0,0,294.5900996,0,294.5900996
"275",104,6,294.5900996,0,70.1972811999999,224.3928184,70.1972811999999,294.5900996
"276",104,6,224.3928184,70.1972811999999,107.6586554,186.9314442,37.4613741999997,294.5900996
"277",104,6,186.9314442,107.6586554,113.0256261,181.5644735,5.36697070000037,294.5900996
"278",104,6,181.5644735,113.0256261,131.5937575,162.9963421,18.5681313999999,294.5900996
"279",104,6,162.9963421,131.5937575,170.9803535,123.6097461,39.3865959999998,294.5900996
"280",104,6,123.6097461,170.9803535,223.1593694,71.4307301999997,52.1790159000002,294.5900996
"281",104,6,71.4307301999997,223.1593694,228.568153,66.0219465999999,5.40878359999988,294.5900996
"282",104,6,66.0219465999999,228.568153,228.568153,66.0219465999999,0,294.5900996
"283",104,7,287.8729588,0,5.40057979999983,282.472379,5.40057979999983,287.8729588
"284",104,7,282.472379,5.40057979999983,5.40057979999983,282.472379,0,287.8729588
"285",104,7,282.472379,5.40057979999983,83.4316733999999,204.4412854,78.0310936000001,287.8729588
"286",104,7,204.4412854,83.4316733999999,88.7903736999997,199.0825851,5.35870029999978,287.8729588
"287",104,7,199.0825851,88.7903736999997,94.2158003,193.6571585,5.42542660000026,287.8729588
"288",104,7,193.6571585,94.2158003,127.0100685,160.8628903,32.7942681999998,287.8729588
"289",104,7,160.8628903,127.0100685,132.3771618,155.495797,5.36709330000031,287.8729588
"290",104,7,155.495797,132.3771618,185.9147771,101.9581817,53.5376152999997,287.8729588
"291",104,7,101.9581817,185.9147771,232.4434837,55.4294750999998,46.5287066000001,287.8729588
"292",105,0,326.7037031,0,176.0533667,150.6503364,176.0533667,326.7037031
"293",105,4,237.0931519,0,145.7995279,91.2936239999999,145.7995279,237.0931519
"294",105,5,332.0042318,0,179.937104,152.0671278,179.937104,332.0042318
"295",106,1,262.678949400007,0,35.4276375000049,227.251311900002,35.4276375000049,262.678949400007
"296",106,1,227.251311900002,35.4276375000049,216.900282100007,45.7786672999999,181.472644600002,262.678949400007
"297",106,2,259.9706174,0,182.11434260001,77.8562747999902,182.11434260001,259.9706174
"298",106,2,77.8562747999902,182.11434260001,221.76751609999,38.2031013000101,39.6531734999801,259.9706174
"300",106,4,267.52931260001,0,184.39776400001,83.1315486000001,184.39776400001,267.52931260001
"301",106,5,255.07014339999,0,164.2212649,90.84887849999,164.2212649,255.07014339999
"302",106,7,248.01954190001,0,149.7201085,98.29943340001,149.7201085,248.01954190001
"304",107,1,254.7951377,0,0,254.7951377,0,254.7951377
"305",107,1,254.7951377,0,105.1616691,149.6334686,105.1616691,254.7951377
"306",107,1,149.6334686,105.1616691,170.785766,84.0093717,65.6240968999999,254.7951377
"307",107,1,84.0093717,170.785766,232.2260482,22.5690894999998,61.4402822000002,254.7951377
"308",107,1,22.5690894999998,232.2260482,240.8936999,13.9014377999999,8.66765169999985,254.7951377
"309",107,2,273.9978058,0,96.8777516,177.1200542,96.8777516,273.9978058
"310",107,2,177.1200542,96.8777516,207.0902444,66.9075614000001,110.2124928,273.9978058
"311",107,2,66.9075614000001,207.0902444,254.3622358,19.6355700000001,47.2719913999999,273.9978058
"312",107,3,311.3352257,0,108.8123336,202.5228921,108.8123336,311.3352257
"313",107,3,202.5228921,108.8123336,228.625875,82.7093507,119.8135414,311.3352257
"314",107,4,272.064089,0,141.9660495,130.0980395,141.9660495,272.064089
"315",107,4,130.0980395,141.9660495,231.3428384,40.7212506000001,89.3767889000001,272.064089
"316",107,5,289.4327472,0,108.1622518,181.2704954,108.1622518,289.4327472
"317",107,6,276.0313238,0,140.6994006,135.3319232,140.6994006,276.0313238
"318",107,6,135.3319232,140.6994006,213.040916,62.9904078000004,72.3415153999999,276.0313238
"319",107,6,62.9904078000004,213.040916,263.8966664,12.1346574000004,50.8557504,276.0313238
"320",107,7,297.8170208,0,132.6150098,165.202011,132.6150098,297.8170208
"321",107,7,165.202011,132.6150098,198.7891595,99.0278613,66.1741496999998,297.8170208
"322",107,7,99.0278613,198.7891595,260.7628364,37.0541843999999,61.9736769000001,297.8170208
"323",108,0,298.88189969999,0,26.335431200001,272.546468499989,26.335431200001,298.88189969999
"324",108,0,272.546468499989,26.335431200001,113.825730800002,185.056168899988,87.490299600001,298.88189969999
"325",108,0,185.056168899988,113.825730800002,192.015300400002,106.866599299988,78.1895696,298.88189969999
"326",108,0,106.866599299988,192.015300400002,294.489904299989,4.39199540000106,102.474603899987,298.88189969999
