"","participant","subject_id","block_num","known_t_to_target","cc_time","time_since_start","time_to_end","time_since_last_cc","block_duration","cens","accessed_pm","pm_acc","pm_count","r_check","r_to_target"
"137",4,4,0,20.0082914999999,279.9917085,295.7767066,0,15.7849980999999,295.7767066,1,1,4.19171390000002,3,0.0533679554466982,0.067646609937606
"138",4,4,1,300,0,176.9552216,120.6789259,176.9552216,297.6341475,0,1,4.04895740000006,3,0.594539380263819,1.00794886110976
"139",4,4,1,123.0447784,176.9552216,234.5052885,63.1288589999999,57.5500669,297.6341475,0,1,4.04895740000006,3,0.193358414628819,0.413409480845943
"140",4,4,1,65.4947114999999,234.5052885,282.5666673,15.0674802000001,48.0613787999998,297.6341475,0,1,4.04895740000006,3,0.161478040082749,0.220051066217124
"141",4,4,1,17.4333327000001,282.5666673,297.6341475,0,15.0674802000001,297.6341475,1,1,4.04895740000006,3,0.0506241650246133,0.0585730261343754
"142",4,4,2,300,0,160.9701012,154.846141,160.9701012,315.8162422,0,0,NA,3,0.50969544846291,0.949919478207255
"143",4,4,2,139.0298988,160.9701012,315.8162422,0,154.846141,315.8162422,1,0,NA,3,0.49030455153709,0.440224029744345
"144",4,4,3,300,0,9.45002340000019,274.8518136,9.45002340000019,284.301837,0,0,NA,3,0.0332394032332622,1.05521653734513
"145",4,4,3,290.5499766,9.45002340000019,15.006427,269.29541,5.55640359999984,284.301837,0,0,NA,3,0.0195440298896128,1.02197713411187
"146",4,4,3,284.993573,15.006427,284.301837,0,269.29541,284.301837,1,0,NA,3,0.947216566877125,1.00243310422226
"147",4,4,4,300,0,43.6068471999999,245.1506478,43.6068471999999,288.757495,0,0,NA,3,0.151015464377816,1.03893407165068
"148",4,4,4,256.3931528,43.6068471999999,288.757495,0,245.1506478,288.757495,1,0,NA,3,0.848984535622184,0.887918607272861
"149",4,4,5,300,0,236.4241638,0,236.4241638,236.4241638,1,1,20.1376192999999,3,1,1.26890583085146
"150",4,4,6,300,0,269.9629943,69.3137435000003,269.9629943,339.2767378,0,0,NA,3,0.795701456134432,0.884233920501931
"151",4,4,6,30.0370057,269.9629943,339.2767378,0,69.3137435000003,339.2767378,1,0,NA,3,0.204298543865568,0.0885324643674995
"152",4,4,7,300,0,12.1308303999999,273.2500467,12.1308303999999,285.3808771,0,0,NA,3,0.0425075096946639,1.05122670814021
"153",4,4,7,287.8691696,12.1308303999999,158.90088,126.4799971,146.7700496,285.3808771,0,0,NA,3,0.514295320315281,1.00871919844555
"154",4,4,7,141.09912,158.90088,208.808823,76.5720540999996,49.9079430000002,285.3808771,0,0,NA,3,0.174881875433132,0.49442387813027
"155",4,4,7,91.1911769999997,208.808823,234.5886179,50.7922592,25.7797948999996,285.3808771,0,0,NA,3,0.0903346964308549,0.319542002697138
"156",4,4,7,65.4113821000001,234.5886179,263.5889001,21.7919769999999,29.0002822000001,285.3808771,0,0,NA,3,0.101619570640811,0.229207306266283
"157",4,4,7,36.4110999,263.5889001,285.3808771,0,21.7919769999999,285.3808771,1,0,NA,3,0.0763610274852571,0.127587735625471
"158",5,5,0,300,0,305.485702500002,0,305.485702500002,305.485702500002,0,1,5.50080439999897,7,1,0.982042686596758
"159",5,5,1,300,0,303.596788899996,0,303.596788899996,303.596788899996,0,1,22.284456399999,7,1,0.988152743930434
"160",5,5,2,300,0,125.9215065,137.3893486,125.9215065,263.3108551,0,1,2.26482110000097,7,0.478223757437488,1.13933776063302
"161",5,5,2,174.0784935,125.9215065,228.3569079,34.9539472000001,102.4354014,263.3108551,0,1,2.26482110000097,7,0.389028402802068,0.661114003195533
"162",5,5,2,71.6430921000001,228.3569079,247.3964534,15.9144017000001,19.0395455,263.3108551,0,1,2.26482110000097,7,0.0723082437781352,0.272085600393465
"163",5,5,2,52.6035466000001,247.3964534,256.5209837,6.78987140000004,9.12453030000006,263.3108551,0,1,2.26482110000097,7,0.0346530730627674,0.19977735661533
"164",5,5,2,43.4790163,256.5209837,263.3108551,0,6.78987140000004,263.3108551,0,1,2.26482110000097,7,0.0257865229195408,0.165124283552562
"165",5,5,3,300,0,318.7024477,0,318.7024477,318.7024477,1,0,NA,7,1,0.941316899713287
"166",5,5,4,300,0,202.5841883,55.083159,202.5841883,257.6673473,0,1,0.231933500001105,7,0.786223750982824,1.16429187921399
"167",5,5,4,97.4158117000002,202.5841883,250.89284770001,6.77449959998989,48.3086594000101,257.6673473,0,1,0.231933500001105,7,0.187484599450488,0.378068128231164
"168",5,5,4,49.10715229999,250.89284770001,257.6673473,0,6.77449959998989,257.6673473,0,1,0.231933500001105,7,0.0262916495666888,0.190583528780676
"169",5,5,5,300,0,223.47247500001,65.1762166999902,223.47247500001,288.6486917,0,1,0.282716400000936,7,0.77420227919228,1.03932568768334
"170",5,5,5,76.5275249999902,223.47247500001,282.14449350001,6.50419819999024,58.6720184999999,288.6486917,0,1,0.282716400000936,7,0.203264453250941,0.265123408491064
"171",5,5,5,17.8555064999903,282.14449350001,288.6486917,0,6.50419819999024,288.6486917,0,1,0.282716400000936,7,0.0225332675567788,0.0618589552401227
"172",5,5,6,300,0,151.05354270002,135.58613479999,151.05354270002,286.63967750001,0,1,1.15612350000083,7,0.52698057720922,1.04661016442844
"173",5,5,6,148.94645729998,151.05354270002,255.94306260001,30.6966149,104.88951989999,286.63967750001,0,1,1.15612350000083,7,0.365928125564496,0.519629587219218
"174",5,5,6,44.0569373999897,255.94306260001,286.63967750001,0,30.6966149,286.63967750001,0,1,1.15612350000083,7,0.107091297226285,0.153701461654722
"175",5,5,7,300,0,169.5378262,132.35592670001,169.5378262,301.89375290001,0,1,12.5343571000089,7,0.561581101203351,0.993727088149992
"176",5,5,7,130.4621738,169.5378262,215.6257921,86.2679608000099,46.0879659000002,301.89375290001,0,1,12.5343571000089,7,0.152662867175211,0.432145986946641
"177",5,5,7,84.3742078999999,215.6257921,258.79064269999,43.1031102000202,43.1648505999897,301.89375290001,0,1,12.5343571000089,7,0.142980270990524,0.27948311977143
"178",5,5,7,41.2093573000102,258.79064269999,301.89375290001,0,43.1031102000202,301.89375290001,0,1,12.5343571000089,7,0.142775760630914,0.136502848780906
"179",6,6,0,300,0,119.211316300003,180.345096499994,119.211316300003,299.556412799997,0,1,0.427646500000037,7,0.39795948678153,1.00148081356649
"180",6,6,0,180.788683699997,119.211316300003,181.759548300004,117.796864499993,62.548232000001,299.556412799997,0,1,0.427646500000037,7,0.208802847568355,0.603521326784959
"181",6,6,0,118.240451699996,181.759548300004,280.924322699997,18.6320901,99.164774399993,299.556412799997,0,1,0.427646500000037,7,0.331038729810808,0.394718479216604
"182",6,6,0,19.075677300003,280.924322699997,299.556412799997,0,18.6320901,299.556412799997,1,1,0.427646500000037,7,0.0621989358393072,0.0636797494057961
